Jun 18 2020 at 11:18:52
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	82.86	-65.26	73.75	0.00	0.0684	12.30	541.2	288.29	0.0288	221.9	3.994	5.20	-6.30	1.60
	83.78	-65.72	73.72	0.00	0.0677	12.29	540.8	287.52	0.0340	225.8	4.064	5.28	-6.11	1.60
	84.86	-64.82	73.72	0.00	0.0678	12.22	537.6	287.07	0.0331	242.9	4.371	5.71	-5.09	1.60
	85.78	-65.72	73.72	0.00	0.0675	12.14	534.0	283.92	0.0352	267.6	4.816	6.26	-3.86	1.60
	86.78	-65.72	73.72	0.00	0.0682	12.43	547.0	290.85	0.0303	200.3	3.606	4.69	-7.66	1.60
	87.78	-65.26	73.72	0.00	0.0681	12.47	548.7	292.37	0.0304	180.3	3.246	4.23	-8.98	1.60
	88.78	-65.72	73.72	0.00	0.0686	12.42	546.5	290.58	0.0273	191.9	3.453	4.49	-8.21	1.60
	89.78	-65.72	73.69	0.00	0.0683	12.44	547.5	291.19	0.0288	184.0	3.312	4.31	-8.75	1.60
	90.78	-65.26	73.72	0.00	0.0681	12.45	547.6	291.80	0.0309	189.7	3.415	4.45	-8.33	1.60
	91.78	-65.72	73.72	0.00	0.0679	12.34	543.0	288.69	0.0327	212.5	3.825	4.97	-6.89	1.60
	92.78	-65.72	73.75	0.00	0.0680	12.38	544.8	289.56	0.0322	205.3	3.695	4.80	-7.34	1.60
	93.78	-65.72	73.72	0.00	0.0682	12.38	544.8	289.65	0.0308	208.0	3.745	4.87	-7.17	1.60
	94.78	-65.72	73.72	0.00	0.0678	12.39	545.3	289.90	0.0327	203.2	3.657	4.75	-7.48	1.60
